epoch,train_loss,val_loss,train_accuracy
1,1.6327024510032253,1.2640765372075533,0.53
2,1.1743559147182263,1.1845582441279763,0.5833333333333334
3,1.0465950432576632,1.1458981539073743,0.6606666666666666
4,0.9433640116139462,1.143330621091943,0.6986666666666667
5,0.8275453479666459,1.1633342535872209,0.7553333333333333
6,0.7243828051968625,1.2996699370835956,0.8266666666666667
7,0.6105766327757585,1.2859468397341276,0.89
8,0.5304491786580336,1.347783270635103,0.9406666666666667
